"MIC"	"COUNTRY"	"ISO COUNTRY CODE (ISO 3166)"	"OPERATING MIC"	"O/S"	"NAME-INSTITUTION DESCRIPTION"	"ACRONYM"	"CITY"	"WEBSITE"	"STATUS DATE"	"STATUS"	"CREATION DATE"	"COMMENTS"
"SOHO"	"UNITED STATES OF AMERICA"	"US"	"SOHO"	"O"	"TWO SIGMA SECURITIES, LLC"	"SOHO"	"NEW YORK"	"WWW.TWOSIGMASECURITIES.COM"	"AUGUST 2014"	"ACTIVE"	"AUGUST 2014"	"MARKET MAKER FOR US EXCHANGE LISTED EQUITIES"
"SPEC"	"UNITED KINGDOM"	"GB"	"SPEC"	"O"	"MAREX SPECTRON INTERNATIONAL LIMITED OTF"	"MSIL OTF"	"LONDON"	"WWW.MAREXSPECTRON.COM"	"MAY 2017"	"MODIFIED"	"SEPTEMBER 2007"	"ORGANISED TRADE FACILITY FOR OTC DERIVATIVES."
"SPIM"	"RUSSIA"	"RU"	"SPIM"	"O"	"ST. PETERSBURG INTERNATIONAL MERCANTILE EXCHANGE"	"SPIMEX"	"SAINT-PETERSBURG"	"WWW.S-PIMEX.RU"	"MARCH 2011"	"ACTIVE"	"MARCH 2011"	"REGISTERD COMMODITIES MARKET - OIL."
"SPRZ"	"UNITED KINGDOM"	"GB"	"SPRZ"	"O"	"SPREADZERO"		"LONDON"	"WWW.SPREADZERO.COM"	"SEPTEMBER 2009"	"ACTIVE"	"SEPTEMBER 2009"	"ELECTRONIC CROSSING PLATFORM"
"SPXE"	"SLOVAKIA"	"SK"	"SPXE"	"O"	"SPX"	"SPX"	"ZILINA"	"WWW.SPX.SK"	"JUNE 2015"	"ACTIVE"	"JUNE 2015"	"ELECTRONIC TRADING PLATFORM FOR OTC DERIVATIVES - SLOVAK AND CZECH POWER AND GAS."
"SSEX"	"UNITED KINGDOM"	"GB"	"SSEX"	"O"	"SOCIAL STOCK EXCHANGE"	"SSE"	"LONDON"	"WWW.SOCIALSTOCKEXCHANGE.COM"	"JULY 2013"	"ACTIVE"	"JULY 2013"	"THE SSE GIVES INVESTORS ACCESS TO INFORMATION ON PUBLICLY LISTED BUSINESSES WITH STRONG SOCIAL AND ENVIRONMENTAL PURPOSE."
"SSOB"	"ITALY"	"IT"	"MTSO"	"S"	"BONDVISION ITALIA MTF"		"ROMA"	"WWW.MTSMARKETS.COM"	"APRIL 2017"	"ACTIVE"	"MAY 2010"	"CORPORATE BONDS, COVERED BONDS, ETFS, SUPRANATIONAL, SOVEREIGN AND AGENCY (SSA)."
"SSTX"	"UNITED STATES OF AMERICA"	"US"	"SSTX"	"O"	"E-EXCHANGE"	"EEXCHANGE"	"BOSTON"		"MARCH 2012"	"ACTIVE"	"MARCH 2012"	
"STEE"	"NORWAY"	"NO"	"NORX"	"S"	"NASDAQ COMMODITIES - STEEL COMMODITY"		"OSLO"	"WWW.NASDAQOMX.COM/COMMODITIES/"	"APRIL 2017"	"ACTIVE"	"APRIL 2017"	
"STOX"	"SWITZERLAND"	"CH"	"STOX"	"O"	"STOXX LIMITED"		"ZURICH"	"WWW.STOXX.COM"	"MARCH 2013"	"ACTIVE"	"AUGUST 2012"	
"STUA"	"GERMANY"	"DE"	"XSTU"	"S"	"BOERSE STUTTGART - REGULIERTER MARKT"		"STUTTGART"	"WWW.BOERSE-STUTTGART.DE"	"FEBRUARY 2008"	"ACTIVE"	"FEBRUARY 2008"	
"STUB"	"GERMANY"	"DE"	"XSTU"	"S"	"BOERSE STUTTGART - FREIVERKEHR"		"STUTTGART"	"WWW.BOERSE-STUTTGART.DE"	"FEBRUARY 2008"	"ACTIVE"	"FEBRUARY 2008"	
"STUC"	"GERMANY"	"DE"	"XSTU"	"S"	"BOERSE STUTTGART - REGULIERTER MARKT - TECHNICAL PLATFORM 2"		"STUTTGART"	"WWW.BOERSE-STUTTGART.DE"	"FEBRUARY 2017"	"ACTIVE"	"FEBRUARY 2017"	"FOR REPORTING PURPOSE."
"STUD"	"GERMANY"	"DE"	"XSTU"	"S"	"BOERSE STUTTGART - FREIVERKEHR - TECHNICAL PLATFORM 2"		"STUTTGART"	"WWW.BOERSE-STUTTGART.DE"	"FEBRUARY 2017"	"ACTIVE"	"FEBRUARY 2017"	"FOR REPORTING PURPOSE."
"SWAP"	"UNITED KINGDOM"	"GB"	"SWAP"	"O"	"SWAPSTREAM"		"LONDON"	"WWW.SWAPSTREAM.COM"	"SEPTEMBER 2007"	"ACTIVE"	"SEPTEMBER 2007"	
"SZSC"	"HONG KONG"	"HK"	"XHKG"	"S"	"STOCK EXCHANGE OF HONG KONG LIMITED - SHENZHEN - HONG KONG STOCK CONNECT"	"SEHK"	"HONG KONG"	"WWW.HKEX.COM.HK"	"SEPTEMBER 2016"	"ACTIVE"	"SEPTEMBER 2016"	"MAINLAND INVESTORS TRADING IN SEHK SECURITIES UNDER SHENZHEN-HONG KONG STOCK CONNECT."
"TBEN"	"UNITED KINGDOM"	"GB"	"XTUP"	"S"	"TULLETT PREBON PLC - TP ENERGY"		"LONDON"	"WWW.TULLETTPREBON.COM"	"MARCH 2016"	"ACTIVE"	"SEPTEMBER 2007"	
"TBLA"	"UNITED KINGDOM"	"GB"	"XTUP"	"S"	"TULLETT PREBON PLC - TP TRADEBLADE"		"LONDON"	"WWW.TULLETTPREBON.COM"	"JUNE 2008"	"ACTIVE"	"JUNE 2008"	
"TBSP"	"POLAND"	"PL"	"XWAR"	"S"	"WARSAW STOCK EXCHANGE/BONDS/BONDSPOT/TREASURY BOND MARKET"		"WARSAW"	"WWW.BONDSPOT.PL"	"AUGUST 2013"	"ACTIVE"	"JULY 2011"	"CHANGES IN BONDSPOT OWNERSHIP STRUCTURE. THEY ARE NO LONGER IN MTS GROUP."
"TCDS"	"UNITED KINGDOM"	"GB"	"TRDE"	"S"	"TRADITION CDS"		"LONDON"	"WWW.TRADITION.CO.UK"	"AUGUST 2007"	"ACTIVE"	"AUGUST 2007"	
"TERA"	"UNITED STATES OF AMERICA"	"US"	"TERA"	"O"	"TERAEXCHANGE"		"NEW JERSEY"	"WWW.TERAEXCHANGE.COM"	"DECEMBER 2012"	"ACTIVE"	"DECEMBER 2012"	"SWAP EXECUTION FACILITY (OTC CLEARED INSTRUMENTS)"
"TFEX"	"THAILAND"	"TH"	"TFEX"	"O"	"THAILAND FUTURES EXCHANGE"	"TFEX"	"BANGKOK"	"WWW.TFEX.CO.TH"	"JUNE 2006"	"ACTIVE"	"JUNE 2006"	
"TFSA"	"SINGAPORE"	"SG"	"TFSA"	"O"	"TFS GREEN AUSTRALIAN GREEN MARKETS"	"TFS"	"SINGAPORE"	"WWW.TRADITION.COM"	"MARCH 2012"	"ACTIVE"	"MARCH 2012"	
"TFSG"	"UNITED KINGDOM"	"GB"	"TRDE"	"S"	"TRADITION ENERGY"		"LONDON"	"WWW.TFSGREEN.COM"	"JANUARY 2014"	"ACTIVE"	"MARCH 2012"	"TRADE NAME: TRAYPORT"
"TFSU"	"UNITED STATES OF AMERICA"	"US"	"TFSU"	"O"	"TFS GREEN UNITED STATES GREEN MARKETS"	"TFS"	"NEW YORK"	"WWW.TRADITION.COM"	"MARCH 2012"	"ACTIVE"	"MARCH 2012"	
"TFSV"	"UNITED KINGDOM"	"GB"	"TFSV"	"O"	"VOLBROKER"		"LONDON"	"WWW.TFSICAP.COM"	"AUGUST 2007"	"ACTIVE"	"AUGUST 2007"	
"TGAT"	"GERMANY"	"DE"	"TGAT"	"O"	"TRADEGATE EXCHANGE"		"BERLIN"	"WWW.TRADEGATE.DE"	"AUGUST 2012"	"ACTIVE"	"AUGUST 2012"	
"THRE"	"UNITED STATES OF AMERICA"	"US"	"THRE"	"O"	"THOMSON REUTERS (SEF) LLC"	"TRSEF"	"NEW YORK"	"WWW.FXALL.COM/SOLUTIONS--CAPABILITIES/REGULATORY-SOLUTIONS/THOMSON-REUTERS-SEF"	"NOVEMBER 2016"	"ACTIVE"	"NOVEMBER 2016"	"SWAP EXECUTION FACILITY (SEF)."
"TMID"	"UNITED STATES OF AMERICA"	"US"	"TMID"	"O"	"TRUMID ATS"		"NEW YORK"	"WWW.TRUMID.COM"	"MARCH 2017"	"ACTIVE"	"MARCH 2017"	"REGISTERED ATS FOR CORPORATE BONDS AND CREDIT DEFAULT SWAPS."
"TMXS"	"CANADA"	"CA"	"TMXS"	"O"	"TMX SELECT"		"TORONTO"	"WWW.TMX.COM"	"DECEMBER 2010"	"ACTIVE"	"DECEMBER 2010"	"TMX SELECT IS AN EQUITIES ATS IN CANADA. OWNED BY TMX GROUP, IT LEVERAGES THE SAME TECHNOLOGY AS THE TORONTO STOCK EXCHANGE TO TRADE SECURITIES THAT ARE LISTED BY EXCHANGES THAT ARE RECOGNIZED IN A CANADIAN JURISDICTION."
"TNLA"	"THE NETHERLANDS"	"NL"	"XAMS"	"S"	"EURONEXT - TRADED BUT NOT LISTED AMSTERDAM"		"AMSTERDAM"	"WWW.EURONEXT.COM"	"APRIL 2015"	"ACTIVE"	"AUGUST 2007"	
"TNLB"	"BELGIUM"	"BE"	"XBRU"	"S"	"EURONEXT - TRADING FACILITY BRUSSELS"		"BRUSSELS"	"WWW.EURONEXT.COM"	"APRIL 2015"	"ACTIVE"	"AUGUST 2007"	
"TOCP"	"HONG KONG"	"HK"	"TOCP"	"O"	"TORA CROSSPOINT"		"HONG KONG"	"WWW.TORA.COM"	"APRIL 2011"	"ACTIVE"	"APRIL 2011"	"HK REGISTERED ATS FOR EQUITIES."
"TOMD"	"THE NETHERLANDS"	"NL"	"TOMX"	"S"	"TOM MTF DERIVATIVES MARKET"		"AMSTERDAM"	"WWW.TOMMTF.EU"	"JUNE 2011"	"ACTIVE"	"JUNE 2011"	"MTF FOR DERIVATIVES."
"TOMX"	"THE NETHERLANDS"	"NL"	"TOMX"	"O"	"TOM MTF CASH MARKETS"		"AMSTERDAM"	"WWW.TOMMTF.EU"	"JUNE 2011"	"ACTIVE"	"JUNE 2011"	"MTF FOR EQUITIES."
"TPCD"	"UNITED KINGDOM"	"GB"	"XTUP"	"S"	"TULLETT PREBON PLC - TP CREDITDEAL"		"LONDON"	"WWW.TULLETTPREBON.COM"	"JUNE 2008"	"ACTIVE"	"JUNE 2008"	"ELECTRONIC TRADING PLATFORM FOR CREDIT PRODUCTS"
"TPEL"	"UNITED KINGDOM"	"GB"	"XTUP"	"S"	"TULLETT PREBON PLC – TULLETT PREBON (EUROPE) LIMITED"		"LONDON"	"WWW.TULLETTPREBON.COM"	"MARCH 2016"	"ACTIVE"	"MARCH 2016"	"MTF FOR THE BROKING OF FOREIGN EXCHANGE, ENERGY, COMMODITY AND INTEREST RATE DERIVATIVES"
"TPEQ"	"UNITED KINGDOM"	"GB"	"XTUP"	"S"	"TULLETT PREBON PLC - TP EQUITYTRADE"		"LONDON"	"WWW.TULLETTPREBON.COM"	"NOVEMBER 2012"	"ACTIVE"	"NOVEMBER 2012"	"MULTILATERAL TRADING PLATFORM FOR EQUITY DERIVATIVES."
"TPFD"	"UNITED KINGDOM"	"GB"	"XTUP"	"S"	"TULLETT PREBON PLC - TP FORWARDDEAL"		"LONDON"	"WWW.TULLETTPREBON.COM"	"APRIL 2012"	"ACTIVE"	"APRIL 2012"	
"TPIE"	"UNITED KINGDOM"	"GB"	"TPIE"	"O"	"THE PROPERTY INVESTMENT EXCHANGE"	"PROPEX"	"LONDON"	"WWW.PROPEX.CO.UK"	"MARCH 2013"	"ACTIVE"	"OCTOBER 2007"	
"TPRE"	"UNITED KINGDOM"	"GB"	"XTUP"	"S"	"TULLETT PREBON PLC - TP REPO"		"LONDON"	"WWW.TULLETTPREBON.COM"	"JUNE 2008"	"ACTIVE"	"JUNE 2008"	"ELECTRONIC TRADING PLATFORM FOR REPURCHASE AGREEMENTS"
"TPSD"	"UNITED KINGDOM"	"GB"	"XTUP"	"S"	"TULLETT PREBON PLC - TP SWAPDEAL"		"LONDON"	"WWW.TULLETTPREBON.COM"	"APRIL 2011"	"ACTIVE"	"APRIL 2011"	"OTC ELECTRONIC TRADING PLATFORM FOR INTEREST RATE DERIVATIVES."
"TPSE"	"UNITED STATES OF AMERICA"	"US"	"TPSE"	"O"	"TP SEF, INC."		"JERSEY CITY"	"WWW.TULLETTPREBON.COM"	"DECEMBER 2016"	"ACTIVE"	"DECEMBER 2016"	"SWAP EXECUTION FACILITY."
"TPSL"	"UNITED KINGDOM"	"GB"	"XTUP"	"S"	"TULLETT PREBON PLC – TULLETT PREBON (SECURITIES) LIMITED"		"LONDON"	"WWW.TULLETTPREBON.COM"	"MARCH 2016"	"ACTIVE"	"MARCH 2016"	"MTF FOR THE BROKING OF SECURITIES, DERIVATIVES AND REPURCHASE AGREEMENTS"
"TRAL"	"UNITED KINGDOM"	"GB"	"RTSL"	"S"	"REUTERS TRANSACTION SERVICES LIMITED - FXALL RFQ"		"LONDON"	"WWW.REUTERS.COM"	"APRIL 2017"	"ACTIVE"	"APRIL 2017"	"TRADING REQUEST FOR QUOTE PLATFORM FOR FX OTC DERIVATIVES."
"TRAX"	"UNITED KINGDOM"	"GB"	"TRAX"	"O"	"TRAX APA"		"LONDON"	"WWW.TRAXMARKETS.COM"	"MAY 2017"	"ACTIVE"	"MAY 2017"	"APPROVED PUBLICATION ARRANGEMENT."
"TRCK"	"UNITED STATES OF AMERICA"	"US"	"TRCK"	"O"	"TRACK ECN"		"NEW YORK"	"WWW.TRACKECN.COM"	"DECEMBER 2010"	"ACTIVE"	"DECEMBER 2010"	"US ELECTRONIC COMMUNICATION NETWORK (ECN) FOR US EQUITIES."
"TRDE"	"UNITED KINGDOM"	"GB"	"TRDE"	"O"	"TRADITION ELECTRONIC TRADING PLATFORM"		"LONDON"	"WWW.TRADITION.COM"	"FEBRUARY 2017"	"ACTIVE"	"OCTOBER 2010"	"ELECTRONIC TRADING PLATFORM FOR SECURITIES."
"TRDX"	"UNITED KINGDOM"	"GB"	"TRDE"	"S"	"TRAD-X"	"TRAD-X"	"LONDON"	"WWW.TRADITION.COM"	"MARCH 2012"	"ACTIVE"	"MARCH 2012"	"TRADITION'S HYBRID TRADING PLATFORM FOR OTC DERIVATIVES AND OTHER FINANCIAL INSTRUMENTS."
"TREA"	"UNITED KINGDOM"	"GB"	"TREU"	"S"	"TRADEWEB EUROPE LIMITED - APA"		"LONDON"	"WWW.TRADEWEB.COM"	"APRIL 2017"	"ACTIVE"	"APRIL 2017"	"APPROVED PUBLICATION ARRANGEMENT SEGMENT"
"TREO"	"UNITED KINGDOM"	"GB"	"TREU"	"S"	"TRADEWEB EUROPE LIMITED - OTF"		"LONDON"	"WWW.TRADEWEB.COM"	"APRIL 2017"	"ACTIVE"	"APRIL 2017"	"ORGANISED TRADING FACILITY"
"TREU"	"UNITED KINGDOM"	"GB"	"TREU"	"O"	"TRADEWEB EUROPE LIMITED"		"LONDON"	"WWW.TRADEWEB.COM"	"NOVEMBER 2014"	"ACTIVE"	"JUNE 2005"	
"TRFW"	"UNITED KINGDOM"	"GB"	"RTSL"	"S"	"REUTERS TRANSACTION SERVICES LIMITED - FORWARDS MATCHING"		"LONDON"	"WWW.REUTERS.COM"	"APRIL 2017"	"ACTIVE"	"APRIL 2017"	"REGISTERED MARKET FOR OTC FX DERIVATIVES."
"TRPX"	"REPUBLIC OF SEYCHELLES"	"SC"	"TRPX"	"O"	"TROP-X"		"EDEN ISLAND"	"WWW.TROP-X.COM"	"DECEMBER 2012"	"ACTIVE"	"DECEMBER 2012"	"SECURITIES EXCHANGE OFFERING AFRICA FOCUSED LICENSED AND REGULATED MULTI-ASSET, MULTI-CURRENCY LISTED SECURITIES EXCHANGE INCLUDING EQUITIES (VCAP, SME AND MAIN BOARDS), ETFS, DERIVATIVES (CFDS, FX, FUTURES AND OPTIONS), COMMODITIES AND BONDS BOARDS."
"TRQM"	"UNITED KINGDOM"	"GB"	"TRQX"	"S"	"TURQUOISE DARK"	"TQDARK"	"LONDON"	"WWW.TRADETURQUOISE.COM"	"MAY 2011"	"ACTIVE"	"MAY 2011"	"DARK POOL."
"TRQX"	"UNITED KINGDOM"	"GB"	"TRQX"	"O"	"TURQUOISE"		"LONDON"	"WWW.TRADETURQUOISE.COM"	"SEPTEMBER 2007"	"ACTIVE"	"SEPTEMBER 2007"	
"TRU1"	"UNITED STATES OF AMERICA"	"US"	"TRUX"	"S"	"TRUEEX LLC - DESIGNATED CONTRACT MARKET (DMC)"		"NEW YORK"	"WWW.TRUEEX.COM"	"JULY 2014"	"ACTIVE"	"JULY 2014"	"DESIGNATED CONTRACT MARKET-ELECTRONIC MARKET FOR TRADING FUTURES, OPTIONS ON FUTURES, SWAPS AND OTHER DERIVATIVES"
"TRU2"	"UNITED STATES OF AMERICA"	"US"	"TRUX"	"S"	"TRUEEX LLC - SEF (SWAP EXECUTION FACILITY)"		"NEW YORK"	"WWW.TRUEEX.COM"	"JULY 2014"	"ACTIVE"	"JULY 2014"	"SWAP EXECUTION FACILITY -ELECTRONIC MARKET FOR TRADING SWAPS"
"TRUX"	"UNITED STATES OF AMERICA"	"US"	"TRUX"	"O"	"TRUEEX LLC"		"NEW YORK"	"WWW.TRUEEX.COM"	"SEPTEMBER 2013"	"ACTIVE"	"SEPTEMBER 2013"	"ELECTRONIC MARKET FOR TRADING FUTURES, OPTIONS ON FUTURES, SWAPS AND OTHER DERIVATIVES"
"TRWB"	"UNITED STATES OF AMERICA"	"US"	"TRWB"	"O"	"TRADEWEB LLC"		"JERSEY CITY"	"WWW.TRADEWEB.COM"	"JUNE 2005"	"ACTIVE"	"JUNE 2005"	
"TSAD"	"UNITED STATES OF AMERICA"	"US"	"TSAD"	"O"	"TRADITION SECURITIES AND DERIVATIVES INC."		"NEW YORK"	"WWW.TRADITION.COM"	"FEBRUARY 2017"	"ACTIVE"	"FEBRUARY 2017"	
"TSBX"	"UNITED STATES OF AMERICA"	"US"	"TSBX"	"O"	"TRIPLESHOT"		"BOSTON"	"WWW.TRIPLESHOT.COM"	"AUGUST 2013"	"ACTIVE"	"MARCH 2013"	"REGISTERED US EQUITY BLOCK ATS"
"TSEF"	"UNITED STATES OF AMERICA"	"US"	"TSEF"	"O"	"TRADITION SEF"		"NEW YORK"	"WWW.TRADITIONSEF.COM"	"JULY 2014"	"ACTIVE"	"JULY 2014"	"MULTI-ASSET CLASS SWAP EXECUTION FACILITY (SEF)"
"TWSF"	"UNITED STATES OF AMERICA"	"US"	"TRWB"	"S"	"TW SEF LLC"	"TWSEF"	"NEW YORK"	"WWW.TRADEWEB.COM"	"JULY 2014"	"ACTIVE"	"JULY 2014"	"ELECTRONIC PLATFORM FOR TRADING IN SWAPS AND DERIVATIVES"
"UBSA"	"UNITED STATES OF AMERICA"	"US"	"UBSA"	"O"	"UBS ATS"	"UBS ATS"	"NEW YORK"	"WWW.UBS.COM/ATS"	"MAY 2016"	"ACTIVE"	"FEBRUARY 2012"	"REGISTERED ALTERNATIVE TRADING SYSTEM FOR CROSSING ORDERS IN US EQUITIES"
"UBSC"	"SWITZERLAND"	"CH"	"UBSG"	"S"	"UBS PIN-FX"		"ZURICH"	"WWW.UBS.COM"	"SEPTEMBER 2013"	"ACTIVE"	"JULY 2013"	"UBS FX PRICE IMPROVEMENT NETWORK"
"UBSE"	"UNITED KINGDOM"	"GB"	"UBSL"	"S"	"UBS PIN (EMEA)"		"LONDON"	"WWW.UBS.COM"	"DECEMBER 2015"	"ACTIVE"	"DECEMBER 2015"	"UBS PRICE IMPROVEMENT NETWORK IN EMEA (EQUITIES)."
"UBSF"	"SWITZERLAND"	"CH"	"UBSG"	"S"	"UBS FX"		"ZURICH"	"WWW.UBS.COM"	"SEPTEMBER 2013"	"ACTIVE"	"JULY 2013"	"UBS E-FX EXECUTION VENUE"
"UBSG"	"SWITZERLAND"	"CH"	"UBSG"	"O"	"UBS TRADING"		"ZURICH"	"WWW.UBS.COM"	"AUGUST 2013"	"ACTIVE"	"AUGUST 2013"	"UBS TRADING PLATFORMS"
"UBSL"	"UNITED KINGDOM"	"GB"	"UBSL"	"O"	"UBS EMEA EQUITIES TRADING"		"LONDON"	"WWW.UBS.COM"	"DECEMBER 2015"	"ACTIVE"	"DECEMBER 2015"	"UBS TRADING PLATFORMS (EQUITIES EMEA)."
"UBSP"	"UNITED STATES OF AMERICA"	"US"	"UBSA"	"S"	"UBS PIN (UBS PRICE IMPROVEMENT NETWORK)"		"NEW YORK"	"WWW.UBS.COM/ATS"	"MAY 2016"	"ACTIVE"	"MARCH 2012"	"UBS PRICE IMPROVEMENT NETWORK IN THE US (EQUITIES)."
"UBSX"	"HONG KONG"	"HK"	"UBSX"	"O"	"UBS CROSS"		"HONG KONG"	"N/A"	"MARCH 2012"	"ACTIVE"	"MARCH 2012"	"HK, JAPAN AND AUSTRALIA."
"UFEX"	"URUGUAY"	"UY"	"UFEX"	"O"	"UFEX"	"UFEX"	"MONTEVIDEO"	"WWW.UFEX.COM.UY"	"MARCH 2016"	"ACTIVE"	"MARCH 2016"	"URUGUAY FUTURES EXCHANGE"
"UKEX"	"UKRAINE"	"UA"	"UKEX"	"O"	"UKRAINIAN EXCHANGE"		"KIEV"	"WWW.UX.UA"	"DECEMBER 2011"	"ACTIVE"	"DECEMBER 2011"	"REGISTERED MARKET FOR EQUITIES AND BONDS."
"UKGD"	"UNITED KINGDOM"	"GB"	"XMTS"	"S"	"UK GILTS MARKET"		"LONDON"		"APRIL 2017"	"ACTIVE"	"JULY 2011"	"THE MTS UK GOVERNMENT BOND MARKET OPERATES AS AN MTF AND WILL BE OPEN EXCLUSIVELY TO THE COMMUNITY OF GEMMS."
"UKPX"	"UNITED KINGDOM"	"GB"	"UKPX"	"O"	"APX POWER UK"		"LONDON"	"WWW.APXGROUP.COM"	"JUNE 2006"	"ACTIVE"	"JUNE 2006"	
"ULTX"	"UGANDA"	"UG"	"ULTX"	"O"	"ALT XCHANGE (U)"	"ALTX UGANDA"	"KAMPALA"	"WWW.ALTXUG.COM"	"APRIL 2014"	"ACTIVE"	"APRIL 2014"	"APPROVED MARKET FOR EQUITIES, BONDS AND DERIVATIVES"
"USWB"	"SWEDEN"	"SE"	"XSTO"	"S"	"NASDAQ STOCKHOLM AB - USD WB EQ DERIVATIVES"		"STOCKHOLM"	"WWW.NASDAQOMXNORDIC.COM"	"APRIL 2017"	"ACTIVE"	"APRIL 2017"	
"VEGA"	"UNITED KINGDOM"	"GB"	"VEGA"	"O"	"VEGA-CHI"		"LONDON"	"WWW.VEGA-CHI.COM"	"SEPTEMBER 2009"	"ACTIVE"	"SEPTEMBER 2009"	"ELECTRONIC TRADING PLATFORM FOR OTC SECURITIES. FSA APPROVAL RECEIVED ON JANUARY 2010."
"VERT"	"UNITED STATES OF AMERICA"	"US"	"VERT"	"O"	"VERTICAL"	"VERT"	"NEW YORK"	"WWW.VERTGRP.COM"	"MAY 2017"	"ACTIVE"	"MAY 2017"	"MARKET MAKERS OF NASDAQ AND PINK SHEET SECURITIES."
"VFCM"	"UNITED STATES OF AMERICA"	"US"	"VFCM"	"O"	"VIRTU FINANCIAL CAPITAL MARKETS LLC"	"VFCM"	"NEW YORK"	"WWW.VIRTU.COM"	"APRIL 2016"	"ACTIVE"	"APRIL 2016"	"ELECTRONIC TRADING PLATFORM FOR US EQUITIES."
"VIRT"	"UNITED STATES OF AMERICA"	"US"	"VIRT"	"O"	"VIRTU FINANCIAL BD"	"VEQ"	"NEW YORK"	"WWW.VIRTU.COM"	"MARCH 2017"	"ACTIVE"	"MARCH 2017"	"CHX REGISTERED BROKER-DEALER."
"VLEX"	"SWITZERLAND"	"CH"	"VLEX"	"O"	"VONTOBEL LIQUIDITY EXTENDER"	"VLEX"	"ZURICH"	"WWW.VONTOBEL.COM"	"MARCH 2016"	"ACTIVE"	"MARCH 2016"	"SYSTEMATIC INTERNALISER"
"VMFX"	"FAROE ISLANDS"	"FO"	"VMFX"	"O"	"THE FAROESE SECURITIES MARKET"		"TORSHAVN"	"WWW.VMF.FO"	"AUGUST 2011"	"ACTIVE"	"AUGUST 2011"	"THE FAROESE SECURITIES MARKET (VMF) IS THE STOCK EXCHANGE OF THE FAROE ISLANDS."
"VMTS"	"UNITED KINGDOM"	"GB"	"XMTS"	"S"	"MTS SLOVENIA"		"LONDON"	"WWW.MTSSLOVENIA.COM"	"AUGUST 2007"	"ACTIVE"	"AUGUST 2007"	
"VOLA"	"UNITED KINGDOM"	"GB"	"TRDE"	"S"	"TRADITION - VOLATIS"		"LONDON"	"WWW.TRADITION.COM"	"JUNE 2012"	"ACTIVE"	"JUNE 2012"	
"VPXB"	"BELGIUM"	"BE"	"XBRU"	"S"	"EURONEXT - VENTES PUBLIQUES BRUSSELS"		"BRUSSELS"	"WWW.EURONEXT.COM"	"APRIL 2015"	"ACTIVE"	"AUGUST 2007"	
"VTEX"	"UNITED STATES OF AMERICA"	"US"	"BNYC"	"S"	"VORTEX"		"NEW YORK"	"WWW.BNYCONVERGEX.COM"	"MARCH 2009"	"ACTIVE"	"MARCH 2009"	"DARK LIQUIDITY POOL"
"WBAH"	"AUSTRIA"	"AT"	"XWBO"	"S"	"WIENER BOERSE AG AMTLICHER HANDEL (OFFICIAL MARKET)"		"VIENNA"	"WWW.WIENERBOERSE.AT"	"JULY 2007"	"ACTIVE"	"JULY 2007"	
"WBCL"	"POLAND"	"PL"	"XWAR"	"S"	"WARSAW STOCK EXCHANGE/BONDS/CATALYST/LISTING"		"WARSAW"	"WWW.GPWCATALYST.PL"	"AUGUST 2013"	"ACTIVE"	"APRIL 2013"	
"WBDM"	"AUSTRIA"	"AT"	"XWBO"	"S"	"WIENER BOERSE AG DRITTER MARKT (THIRD MARKET)"		"VIENNA"	"WWW.WIENERBOERSE.AT"	"JULY 2007"	"ACTIVE"	"JULY 2007"	
"WBGF"	"AUSTRIA"	"AT"	"XWBO"	"S"	"WIENER BOERSE AG GEREGELTER FREIVERKEHR (SECOND REGULATED MARKET)"		"VIENNA"	"WWW.WIENERBOERSE.AT"	"FEBRUARY 2015"	"ACTIVE"	"JULY 2007"	
"WBON"	"POLAND"	"PL"	"XWAR"	"S"	"WARSAW STOCK EXCHANGE/ BONDS/CATALYST/MAIN MARKET"		"WARSAW"	"WWW.GPWCATALYST.PL"	"AUGUST 2013"	"ACTIVE"	"MAY 2012"	
"WCLK"	"UNITED KINGDOM"	"GB"	"ICAP"	"S"	"ICAP WCLK"		"LONDON"	"WWW.ICAP.COM"	"JUNE 2007"	"ACTIVE"	"JUNE 2007"	
"WDER"	"POLAND"	"PL"	"XWAR"	"S"	"WARSAW STOCK EXCHANGE/FINANCIAL DERIVATIVES"		"WARSAW"	"WWW.POCHODNE.GPW.PL"	"AUGUST 2013"	"ACTIVE"	"SEPTEMBER 2012"	
"WEED"	"UNITED STATES OF AMERICA"	"US"	"WEED"	"O"	"WEEDEN AND CO MARKETS"		"GREENWICH"	"WWW.WEEDENCO.COM"	"MARCH 2017"	"ACTIVE"	"MARCH 2017"	
"WELX"	"UNITED STATES OF AMERICA"	"US"	"WELX"	"O"	"WELLS FARGO LIQUIDITY CROSS ATS"		"NEW YORK"	"WWW.WELLSFARGO.COM"	"JUNE 2012"	"ACTIVE"	"JUNE 2012"	
"WETP"	"POLAND"	"PL"	"XWAR"	"S"	"WARSAW STOCK EXCHANGE/ ETPS"		"WARSAW"	"WWW.GPW.PL"	"AUGUST 2013"	"ACTIVE"	"MAY 2012"	
"WGAS"	"POLAND"	"PL"	"XWAR"	"S"	"WARSAW STOCK EXCHANGE/COMMODITIES/POLISH POWER EXCHANGE/GAS"		"WARSAW"	"WWW.TGE.PL"	"DECEMBER 2015"	"ACTIVE"	"MAY 2012"	
